engagement_id,customer_id,engagement_date,login_frequency,time_spent,pages_visited,purchase_clicks,feedback_score,email_open_rate,promo_redemptions
949,949,9/3/2021,70,261,160,11,3.0,98.4,487
950,950,7/5/2021,80,1097,402,79,3.7,38.4,332
951,951,3/27/2021,89,691,417,65,7.8,77.7,44
952,952,1/31/2021,5,1281,26,85,7.6,2.5,200
953,953,6/4/2021,5,1114,690,51,0.8,66.5,524
954,954,7/6/2021,35,822,80,67,3.9,99.2,3
955,955,1/6/2021,83,562,798,15,7.6,75.4,204
956,956,5/6/2021,28,1016,439,3,4.8,18.4,936
957,957,1/4/2021,56,135,255,10,7.2,100.0,459
958,958,3/17/2021,92,653,83,28,0.6,16.7,189
959,959,4/30/2021,91,729,490,64,5.0,36.2,140
960,960,10/13/2021,9,1311,875,73,2.0,59.2,74
961,961,9/5/2021,67,1090,790,20,9.3,0.2,560
962,962,10/30/2021,51,1416,947,58,1.7,18.6,370
963,963,6/18/2021,13,658,861,14,7.7,59.7,950
964,964,4/11/2021,83,16,709,90,9.9,72.0,551
965,965,11/2/2021,57,1104,793,44,7.3,40.4,777
966,966,7/26/2021,54,1122,259,57,3.1,79.1,34
967,967,4/17/2021,64,955,827,66,7.4,52.8,370
968,968,11/1/2021,36,563,756,66,9.1,64.8,675
969,969,4/20/2021,1,153,329,37,0.4,88.0,227
970,970,7/18/2021,7,1422,494,58,6.3,79.9,791
971,971,6/4/2021,63,543,377,78,1.6,18.7,979
972,972,2/19/2021,79,195,343,44,3.2,90.7,982
973,973,8/8/2021,63,964,754,42,8.5,27.0,4
974,974,5/26/2021,43,230,978,9,1.8,22.4,247
975,975,9/14/2021,48,255,517,80,1.6,60.8,270
976,976,2/7/2021,41,244,992,71,7.6,15.6,892
977,977,10/5/2021,73,1118,626,4,6.2,57.7,533
978,978,4/27/2021,46,301,911,7,9.5,19.0,743
979,979,9/23/2021,26,1114,338,41,5.8,85.1,991
980,980,1/7/2021,9,917,455,52,7.5,88.5,396
981,981,10/21/2021,29,573,596,15,9.4,80.6,943
982,982,8/20/2021,4,1117,981,94,4.8,14.6,612
983,983,5/9/2021,5,1388,59,53,9.5,89.0,330
984,984,12/26/2021,100,1420,223,51,0.2,32.1,854
985,985,9/30/2021,90,976,602,57,9.7,3.4,975
986,986,9/10/2021,36,1134,690,25,6.8,89.2,665
987,987,10/4/2021,28,1036,820,88,2.9,37.2,481
988,988,2/14/2021,39,606,917,31,8.5,59.3,639
989,989,6/16/2021,90,778,592,51,8.0,70.5,630
990,990,9/21/2021,62,18,460,24,2.3,11.5,927
991,991,12/15/2021,34,427,316,18,0.4,63.3,77
992,992,3/2/2021,2,132,388,46,6.5,95.5,759
993,993,9/20/2021,30,235,748,50,9.5,17.0,958
994,994,11/1/2021,64,1326,668,68,2.4,19.4,774
995,995,11/27/2021,43,237,107,6,2.1,10.9,684
996,996,12/10/2021,19,736,756,72,1.4,9.9,798
997,997,4/15/2021,72,445,704,13,8.2,98.8,397
998,998,4/4/2021,47,258,979,65,5.0,64.6,205
999,999,3/1/2021,11,1074,995,26,9.3,1.8,163
1000,1000,7/5/2021,9,456,838,17,0.8,33.5,886
