transaction_id,customer_id,transaction_date,amount,payment_method,product_id,product_category,quantity,discount_applied,transaction_status
830,573,2020-08-13,1671.25,credit card,830,electronics,76,True,refunded
831,416,2021-06-30,3081.81,debit card,831,clothing,46,True,pending
832,442,2021-01-10,5525.63,credit card,832,clothing,38,True,refunded
833,466,2021-07-29,6565.87,PayPal,833,clothing,26,True,refunded
834,486,2021-06-08,6709.2,credit card,834,electronics,22,True,completed
835,381,2021-02-10,2683.59,credit card,835,clothing,59,True,refunded
836,107,2021-12-05,8954.91,PayPal,836,electronics,18,True,completed
837,957,2021-08-01,4011.42,debit card,837,clothing,65,True,pending
838,669,2020-02-27,6689.07,debit card,838,clothing,87,True,refunded
839,855,2020-03-03,8695.54,PayPal,839,electronics,61,True,completed
840,355,2020-03-03,7475.88,credit card,840,home goods,38,True,pending
841,707,2020-03-11,5042.46,debit card,841,electronics,22,True,refunded
842,855,2021-01-24,8352.74,debit card,842,home goods,86,True,completed
843,707,2020-01-29,98.68,debit card,843,home goods,65,True,completed
844,319,2021-07-16,6290.39,credit card,844,home goods,71,True,refunded
845,280,2021-12-21,7839.55,PayPal,845,electronics,61,True,completed
846,694,2020-04-12,749.73,debit card,846,electronics,35,True,pending
847,730,2020-03-20,138.11,PayPal,847,clothing,95,True,refunded
848,841,2021-04-21,9856.42,PayPal,848,home goods,41,True,completed
849,588,2021-03-23,5173.65,PayPal,849,clothing,37,True,refunded
850,824,2020-03-12,3197.97,credit card,850,electronics,83,True,completed
851,731,2021-07-25,7803.7,PayPal,851,clothing,46,True,refunded
852,62,2021-06-09,9513.01,PayPal,852,clothing,83,True,completed
853,893,2021-04-18,2681.44,PayPal,853,electronics,87,True,completed
854,483,2020-10-16,736.6,PayPal,854,clothing,12,True,refunded
855,823,2021-01-11,5489.67,debit card,855,electronics,92,True,pending
856,313,2020-01-29,9827.75,credit card,856,home goods,90,True,completed
857,646,2021-02-09,216.02,credit card,857,electronics,91,True,completed
858,59,2021-10-17,9907.52,PayPal,858,clothing,47,True,pending
859,255,2020-01-23,3385.07,credit card,859,electronics,4,True,pending
860,537,2021-08-11,583.03,debit card,860,clothing,39,True,pending
861,176,2020-03-22,7687.96,debit card,861,electronics,62,True,completed
862,832,2020-08-21,5747.34,debit card,862,home goods,48,True,refunded
863,425,2020-03-24,421.98,debit card,863,home goods,69,True,refunded
864,585,2021-11-16,9330.24,credit card,864,home goods,9,True,completed
865,91,2020-04-20,1473.08,credit card,865,electronics,90,True,refunded
866,874,2021-02-15,890.01,PayPal,866,home goods,62,True,completed
867,36,2020-05-09,7410.52,debit card,867,home goods,54,True,completed
868,336,2021-01-20,8369.72,credit card,868,clothing,64,True,pending
869,437,2021-03-06,1177.12,debit card,869,clothing,57,True,completed
870,520,2020-03-09,2659.02,PayPal,870,electronics,5,True,refunded
871,105,2020-08-26,3683.73,PayPal,871,clothing,88,True,completed
872,846,2020-10-02,5015.05,PayPal,872,clothing,18,True,completed
873,412,2021-02-22,4095.15,credit card,873,electronics,81,True,refunded
874,252,2020-03-12,5649.66,PayPal,874,electronics,22,True,refunded
875,376,2020-07-17,9436.55,debit card,875,electronics,19,True,refunded
876,911,2021-12-01,1302.62,credit card,876,electronics,63,True,refunded
877,271,2020-07-28,3227.34,debit card,877,electronics,14,True,refunded
878,527,2021-12-01,6314.97,credit card,878,home goods,51,True,refunded
879,852,2021-12-12,2433.67,debit card,879,electronics,60,True,refunded
880,391,2021-12-01,970.48,debit card,880,home goods,60,True,pending
881,793,2020-08-07,5791.16,debit card,881,electronics,34,True,refunded
882,784,2020-02-25,9586.18,credit card,882,electronics,8,True,completed
883,753,2020-03-22,6960.07,PayPal,883,electronics,21,True,refunded
884,223,2020-12-16,3702.37,PayPal,884,electronics,42,True,completed
885,213,2021-05-30,7471.22,PayPal,885,electronics,37,True,refunded
886,340,2020-08-02,4689.85,PayPal,886,electronics,60,True,completed
887,823,2021-05-29,6903.7,credit card,887,home goods,80,True,pending
888,204,2021-04-05,1049.51,PayPal,888,clothing,40,True,refunded
889,373,2020-06-19,7749.01,PayPal,889,electronics,34,True,refunded
890,310,2021-06-22,2424.27,PayPal,890,clothing,11,True,refunded
891,360,2020-10-13,3438.26,debit card,891,clothing,63,True,completed
892,753,2021-05-02,6369.13,PayPal,892,clothing,83,True,completed
893,133,2021-12-07,9660.66,credit card,893,home goods,70,True,pending
894,48,2020-02-07,2155.84,debit card,894,home goods,48,True,refunded
895,659,2021-06-14,9444.63,debit card,895,electronics,34,True,pending
896,157,2021-01-14,9727.05,PayPal,896,clothing,51,True,completed
897,862,2020-05-21,6422.48,debit card,897,electronics,13,True,pending
898,277,2021-05-11,1905.09,debit card,898,home goods,89,True,pending
899,472,2021-06-17,8495.61,PayPal,899,home goods,65,True,refunded
900,826,2021-09-14,1973.65,PayPal,900,clothing,3,True,pending
901,350,2020-10-29,1719.77,credit card,901,home goods,90,True,pending
902,966,2021-06-09,4866.15,PayPal,902,clothing,37,True,completed
903,156,2020-11-03,2351.28,credit card,903,electronics,62,True,completed
904,604,2020-04-27,9183.32,debit card,904,clothing,28,True,pending
905,587,2021-06-30,5228.83,credit card,905,electronics,35,True,pending
906,754,2020-07-23,201.51,debit card,906,clothing,22,True,refunded
907,892,2020-12-18,2836.04,credit card,907,clothing,55,True,completed
908,351,2021-08-15,5220.83,PayPal,908,clothing,34,True,pending
909,504,2021-11-02,7536.28,PayPal,909,electronics,47,True,completed
910,651,2020-05-30,6924.08,debit card,910,home goods,85,True,pending
911,671,2020-12-20,7347.33,PayPal,911,home goods,7,True,refunded
912,318,2021-11-22,9166.32,credit card,912,electronics,55,True,refunded
913,724,2021-08-31,1682.88,debit card,913,electronics,87,True,completed
914,327,2021-02-08,8520.46,PayPal,914,home goods,75,True,pending
915,205,2021-03-12,6728.23,debit card,915,clothing,2,True,completed
916,572,2020-06-19,7138.33,PayPal,916,clothing,23,True,completed
917,763,2020-02-06,886.55,credit card,917,clothing,91,True,refunded
918,869,2020-07-30,7423.49,PayPal,918,home goods,93,True,pending
919,656,2020-11-26,5348.11,PayPal,919,electronics,49,True,pending
920,408,2021-04-10,9621.26,debit card,920,home goods,7,True,completed
921,21,2020-05-16,3105.31,credit card,921,home goods,35,True,pending
922,295,2020-12-19,4861.93,PayPal,922,electronics,77,True,refunded
923,806,2021-12-10,197.48,credit card,923,home goods,95,True,refunded
924,440,2020-01-05,5742.91,credit card,924,clothing,61,True,pending
925,221,2020-08-12,9675.51,PayPal,925,clothing,22,True,refunded
926,789,2020-03-08,257.8,PayPal,926,clothing,63,True,completed
927,724,2020-04-28,8524.99,credit card,927,electronics,29,True,completed
928,343,2021-04-26,6902.79,credit card,928,electronics,39,True,pending
929,737,2021-01-15,3073.57,debit card,929,clothing,23,True,pending
930,440,2021-06-06,1930.1,debit card,930,electronics,43,True,pending
931,409,2021-03-20,5527.17,credit card,931,clothing,4,True,completed
932,545,2021-02-08,8441.9,PayPal,932,home goods,7,True,refunded
933,421,2021-05-06,5185.82,credit card,933,clothing,100,True,pending
934,245,2020-05-04,5215.0,PayPal,934,clothing,65,True,pending
935,517,2020-04-04,5280.8,PayPal,935,clothing,4,True,refunded
936,847,2020-01-30,6583.24,debit card,936,home goods,37,True,pending
937,417,2021-11-12,5532.38,debit card,937,electronics,88,True,refunded
938,106,2020-10-09,4535.96,debit card,938,clothing,72,True,refunded
939,902,2020-08-14,3528.2,PayPal,939,electronics,5,True,pending
940,614,2021-05-23,5059.11,PayPal,940,clothing,43,True,refunded
941,279,2020-10-15,5641.6,PayPal,941,home goods,47,True,refunded
942,210,2021-01-17,4004.31,PayPal,942,electronics,82,True,pending
943,677,2020-01-23,8476.64,PayPal,943,clothing,45,True,pending
944,957,2021-05-04,7532.34,PayPal,944,home goods,43,True,refunded
945,426,2020-09-02,1153.73,PayPal,945,clothing,11,True,completed
946,636,2020-03-12,589.48,debit card,946,electronics,31,True,refunded
947,779,2020-03-16,6163.99,credit card,947,electronics,11,True,refunded
948,953,2020-05-26,4263.41,debit card,948,electronics,66,True,completed
949,127,2021-06-26,5258.15,credit card,949,electronics,14,True,completed
950,404,2020-06-07,5842.4,PayPal,950,electronics,9,True,pending
951,935,2021-02-15,7717.83,PayPal,951,home goods,9,True,completed
952,652,2020-05-15,2355.79,credit card,952,home goods,46,True,completed
953,429,2021-09-09,5621.51,PayPal,953,home goods,17,True,completed
954,12,2020-02-15,7341.37,debit card,954,home goods,91,True,pending
955,196,2021-04-12,6139.2,PayPal,955,home goods,36,True,pending
956,842,2020-06-16,5287.21,PayPal,956,electronics,50,True,pending
957,931,2020-10-25,3820.19,PayPal,957,electronics,95,True,refunded
958,60,2021-09-05,3546.59,debit card,958,home goods,78,True,completed
959,409,2020-06-16,8968.32,debit card,959,electronics,45,True,refunded
960,253,2020-05-14,8160.82,debit card,960,clothing,35,True,pending
961,510,2021-09-17,4954.54,debit card,961,home goods,72,True,pending
962,982,2021-12-23,6574.54,debit card,962,home goods,61,True,completed
963,966,2020-04-27,6894.87,credit card,963,clothing,67,True,pending
964,495,2021-03-25,336.08,credit card,964,home goods,10,True,pending
965,536,2020-04-11,3324.48,credit card,965,home goods,70,True,pending
966,25,2021-10-23,4854.63,debit card,966,clothing,70,True,refunded
967,281,2020-09-12,1755.82,debit card,967,home goods,98,True,pending
968,256,2020-12-25,2798.53,PayPal,968,clothing,34,True,completed
969,336,2021-04-04,108.7,credit card,969,home goods,97,True,pending
970,608,2021-06-30,7986.41,debit card,970,clothing,50,True,completed
971,824,2021-06-20,7139.17,debit card,971,clothing,64,True,refunded
972,778,2021-01-17,8109.43,PayPal,972,electronics,43,True,refunded
973,293,2020-05-02,1276.8,debit card,973,electronics,13,True,pending
974,774,2021-11-27,9844.32,PayPal,974,clothing,82,True,refunded
975,225,2020-04-24,9986.82,credit card,975,clothing,6,True,completed
976,312,2020-02-21,2239.99,PayPal,976,home goods,96,True,pending
977,168,2020-07-14,2172.53,credit card,977,home goods,62,True,completed
978,471,2021-03-15,601.55,credit card,978,electronics,100,True,pending
979,167,2020-01-23,1676.33,debit card,979,clothing,76,True,refunded
980,618,2021-02-26,4229.56,PayPal,980,electronics,30,True,pending
981,140,2021-06-16,7011.13,debit card,981,clothing,33,True,refunded
982,373,2021-06-24,1245.33,debit card,982,clothing,95,True,completed
983,22,2021-04-24,9682.02,credit card,983,electronics,78,True,pending
984,518,2021-01-29,1414.73,debit card,984,home goods,28,True,refunded
985,992,2021-11-19,9475.05,PayPal,985,electronics,42,True,pending
986,544,2020-01-24,7223.39,PayPal,986,clothing,30,True,completed
987,264,2020-12-08,2476.25,credit card,987,electronics,25,True,pending
988,579,2021-07-29,2838.74,credit card,988,clothing,75,True,pending
989,909,2021-12-19,4348.54,credit card,989,electronics,91,True,pending
990,313,2020-12-27,3886.12,credit card,990,home goods,50,True,refunded
991,313,2020-07-04,8065.97,PayPal,991,electronics,62,True,pending
992,506,2020-11-30,5072.57,PayPal,992,home goods,40,True,pending
993,387,2020-09-23,9608.56,debit card,993,clothing,59,True,refunded
994,219,2021-12-19,2903.78,PayPal,994,electronics,8,True,refunded
995,263,2021-09-16,6247.5,debit card,995,electronics,47,True,pending
996,161,2021-10-16,1812.78,PayPal,996,electronics,27,True,refunded
997,340,2020-07-17,7903.72,debit card,997,home goods,29,True,refunded
998,249,2021-11-25,7005.67,debit card,998,clothing,41,True,completed
999,187,2021-10-07,9531.41,debit card,999,home goods,6,True,pending
1000,304,2021-09-26,2204.04,PayPal,1000,clothing,83,True,refunded
